STATION,NAME,DATE,PRCP,TMAX,TMIN
USW00014732,"LAGUARDIA AIRPORT, NY US",12/4/2016,0,48,41
USW00014732,"LAGUARDIA AIRPORT, NY US",12/5/2016,0.18,51,40
USW00014732,"LAGUARDIA AIRPORT, NY US",12/6/2016,0.35,47,41
USW00014732,"LAGUARDIA AIRPORT, NY US",12/7/2016,0.06,47,41
USW00014732,"LAGUARDIA AIRPORT, NY US",12/8/2016,0,45,36
USW00014732,"LAGUARDIA AIRPORT, NY US",12/9/2016,0,42,32
USW00014732,"LAGUARDIA AIRPORT, NY US",12/10/2016,0,37,31
USW00014732,"LAGUARDIA AIRPORT, NY US",12/11/2016,0.03,36,30
USW00014732,"LAGUARDIA AIRPORT, NY US",12/12/2016,0.53,48,35
USW00014732,"LAGUARDIA AIRPORT, NY US",12/13/2016,0,45,39
USW00014732,"LAGUARDIA AIRPORT, NY US",12/14/2016,0,44,36
USW00014732,"LAGUARDIA AIRPORT, NY US",12/15/2016,0,36,21
USW00014732,"LAGUARDIA AIRPORT, NY US",12/16/2016,0,29,19
USW00014732,"LAGUARDIA AIRPORT, NY US",12/17/2016,0.7,40,26
USW00014732,"LAGUARDIA AIRPORT, NY US",12/18/2016,0.05,61,33
USW00014732,"LAGUARDIA AIRPORT, NY US",12/19/2016,0,33,25
USW00014732,"LAGUARDIA AIRPORT, NY US",12/20/2016,0,36,23
USW00014732,"LAGUARDIA AIRPORT, NY US",12/21/2016,0,42,33
USW00014732,"LAGUARDIA AIRPORT, NY US",12/22/2016,0,50,37
USW00014732,"LAGUARDIA AIRPORT, NY US",12/23/2016,0,48,41
USW00014732,"LAGUARDIA AIRPORT, NY US",12/24/2016,0.52,49,40
USW00014732,"LAGUARDIA AIRPORT, NY US",12/25/2016,0,51,38
USW00014732,"LAGUARDIA AIRPORT, NY US",12/26/2016,0,52,34
USW00014732,"LAGUARDIA AIRPORT, NY US",12/27/2016,0,62,42
USW00014732,"LAGUARDIA AIRPORT, NY US",12/28/2016,0,42,35
USW00014732,"LAGUARDIA AIRPORT, NY US",12/29/2016,0.48,48,34
USW00014732,"LAGUARDIA AIRPORT, NY US",12/30/2016,0,42,35
USW00014732,"LAGUARDIA AIRPORT, NY US",12/31/2016,0,45,34
